TIC ID,Notes,Planet Radius (Earth Radii),Period (days),Transit Duration (Hours),Signal Detection Efficiency (SDE),Classification,Observed Sectors [String],N Sectors Observed,dist,ra,dec,eclat,eclong,Teff,logg,M_star,R_star,rho,Tmag,Vmag,Gmag,rmag,imag,Zmag,Hmag,Kmag
20998906,,,,,,,Sector 18,1.0,34.9869,34.8228260903008,24.9440021304674,10.4264442719782,40.8132892228093,3387.0,4.80985,0.342,0.335,5.62554,11.2563,13.618,12.4826,,,,9.163,8.895
149143624,,,,,,,Sector 26,1.0,66.574,278.831845092074,14.2572350253914,37.3662524018017,280.791250934449,3319.0,4.76271,0.458,0.435,4.48148,12.4855,15.119,13.7732,,,,10.178,9.941
385368233,,,,,,,Sector 14,1.0,10.6128,290.411245288937,20.8675750288906,42.4668943403491,296.216908467531,3143.0,5.01844,0.185,0.214,16.7271,10.5428,14.17,11.9501,,,,8.219,7.935
17299996,,,,,,,Sector 21,1.0,10.0524,160.407816089353,37.6108776554018,27.0181164542058,146.901988857361,3185.0,5.0045,0.206,0.229,15.5532,10.2083,13.53,11.5573,14.9769,10.8992,10.3639,8.005,7.714
445461447,,,,,,,Sector 18,1.0,29.8304,29.0045552851496,55.8577949340389,40.6246813407954,49.704936941314,3442.0,4.83893,0.364,0.353,6.50804,11.1345,13.388,12.3228,,,,9.023,8.774
219223742,,,,,,,"Sector  3, Sector  4, Sector  5",3.0,7.11314,62.6171807158366,-53.6022606152962,-71.4571197709261,30.8853890493369,3087.0,5.13749,0.126,0.172,30.4543,10.5061,,11.9139,,,,8.213,7.9
288517585,,,,,,,"Sector 14, Sector 18, Sector 19, Sector 20, Sector 25, Sector 26",6.0,47.4749,273.947913079245,83.3915525103516,73.1476839367112,88.4338283451995,3169.0,4.86408,0.215,0.236,7.40513,12.7524,16.06,14.1351,,,,10.255,9.982
201878287,,,,,,,"Sector  2, Sector  3",2.0,10.0646,39.1352485028667,-59.4682070090775,-66.6083600534007,352.990924274247,2993.0,5.09189,0.142,0.183,24.3206,11.1535,14.397,12.6284,,,,8.695,8.341
274944242,,,,,,,Sector 24,1.0,45.46,233.460918704885,25.1695514640201,42.8009577172309,222.743524491355,3320.0,4.82575,0.248,0.261,6.08893,12.0551,14.65,13.3323,,,,9.819,9.586
25605269,,,,,,,"Sector  8, Sector  9",2.0,23.0836,144.724217435825,-33.8126153442667,-44.5415009734225,162.115382528668,2933.0,5.18329,0.133,0.177,38.0077,13.445,15.56,14.9593,,,,11.053,10.776
231917352,,,,,,,"Sector  5, Sector  6, Sector  7",3.0,11.1834,92.7203173723817,-43.4049041533233,-66.7967804375108,95.0207624776358,3321.0,4.92273,0.281,0.287,10.0842,9.73585,12.434,10.9921,,,,7.582,7.312
91305824,,,,,,,Sector 17,1.0,16.9161,27.8507210926439,21.3942954354484,9.30318029539992,33.4658876017413,3226.0,4.97802,0.233,0.249,13.5296,11.1836,13.907,12.5116,14.6111,13.4849,11.4537,8.907,8.644
149470658,,,,,,,Sector 22,1.0,27.9945,163.501985481801,16.1015861257732,8.39087624054787,158.620119614107,2952.0,5.11645,0.111,0.162,27.47,13.5867,17.46,15.0945,,,,11.077,10.731
241215572,,,,,,,Sector 20,1.0,22.5843,93.2954465548097,53.2986101482121,29.8853037623033,92.2709094499547,2947.0,5.11139,0.124,0.17,26.7922,13.1482,16.53,14.6549,,,,10.565,10.23
355175842,,,,,,,Sector 21,1.0,19.3537,139.82892890059,38.5210845441123,21.7560757294638,130.066942516452,3158.0,4.99416,0.218,0.238,14.7323,11.6936,14.04,13.0731,14.275,14.0198,12.2959,9.378,9.059
72884504,,,,,,,Sector  6,1.0,32.0667,86.2511565445513,-4.43037541386972,-27.8146704217314,85.7732918180155,3201.0,4.9068,0.197,0.222,9.26613,12.1136,14.915,13.47,,,,9.787,9.472
49593799,,,,,,,Sector  3,1.0,18.8086,37.0323165367541,-36.4723335937565,-47.5638514201319,17.9443697663483,3229.0,4.97694,0.225,0.244,13.4525,11.3929,14.082,12.7212,,,,9.141,8.866
232635922,,,,,,,"Sector 14, Sector 15, Sector 16, Sector 18, Sector 19, Sector 22, Sector 25, Sector 26",8.0,84.0287,281.137146126413,54.9501112355552,77.2224135189045,300.103338670041,3759.0,4.80439,,0.42,5.47617,12.7963,14.523,13.8434,,,,10.922,10.756
289540372,,,,,,,"Sector 14, Sector 15, Sector 16, Sector 17, Sector 18, Sector 19, Sector 20, Sector 21, Sector 22, Sector 24, Sector 25, Sector 26",12.0,30.3881,251.572646517483,63.5861619747238,81.7213575628953,192.418687384525,3334.0,4.91751,0.261,0.27,9.80834,11.7458,14.176,13.007,,,,9.64,9.441
153077621,,,,,,,"Sector  3, Sector  4",2.0,78.7806,49.6602340896956,-42.6423563078223,-57.6236113173784,27.2229680019255,,4.95373,,0.296000003814697,11.0664,9.441,11.09,10.822,,,,7.596,7.508
435939517,,,,,,,Sector  5,1.0,23.0548,66.039146434037,15.0876042703229,-6.4393340447372,66.7588014192862,3123.0,4.99855,0.184,0.213,15.076,12.1291,15.123,13.5277,,,,9.755,9.472
165096120,,,,,,,Sector  1,1.0,12.1622,322.698634900035,-40.7081816062939,-24.5607476623224,311.527242042524,3262.0,5.00534,0.196,0.222,15.622,10.4811,12.86,11.7862,,,,8.419,8.134
123013596,,,,,,,"Sector 14, Sector 26",2.0,15.5489,278.863701304662,45.7613738311294,68.6723203624192,287.191335149373,3311.0,4.92868,0.267,0.275,10.4084,10.491,13.026,11.7656,,,,8.314,8.075
190138951,,,,,,,Sector 12,1.0,5.31692,235.181404010083,-51.0266576492907,-30.5235805317659,245.361205732773,2824.0,5.22951,0.086,0.145,47.459,11.1031,,12.7557,,,,8.299,7.943
180776939,,,,,,,Sector 26,1.0,27.8693,272.967759293024,32.4223668698505,55.8156981544441,274.461206336669,3151.0,5.01743,0.323,0.32,16.6387,12.6451,15.78,14.0281,,,,10.301,10.024
305794603,,,,,,,"Sector 16, Sector 17, Sector 18, Sector 24",4.0,21.9705,317.864245474276,65.890701256082,71.1657778397835,20.2330261665661,3491.0,4.90993,0.261,0.271,9.42116,10.9229,13.091,12.0783,,,,8.88,8.676
284700100,,,,,,,"Sector 23, Sector 24",2.0,14.9029,223.61628080706,35.5491670782908,49.1723077116669,205.714744513032,3314.0,4.86458,0.427,0.407,7.4243,9.84748,12.55,11.102,,,,7.707,7.47
436933291,,,,,,,Sector 18,1.0,22.5626,43.8990794844133,26.8723512684377,9.71077569818122,49.3001619080115,3262.0,4.90085,0.31,0.31,8.97902,11.195,13.757,12.5033,,,,8.935,8.661
3664898,,,,,,,Sector 21,1.0,3.58014,127.455636742914,26.7760074390162,7.55177924471917,123.208579980154,2814.0,5.24894,0.093,0.15,52.1682,10.4956,14.74,12.1857,,,,7.617,7.26
397368419,,,,,,,Sector 18,1.0,23.0534,42.0405532803491,27.0738480780058,10.3928593521313,47.7536448786222,3132.0,5.05259,0.181,0.211,19.9446,12.5236,15.93,13.9371,,,,10.174,9.866
270772112,,,,,,,Sector  8,1.0,33.302,137.804722028913,1.45504708938931,-14.1101725639573,139.788081352805,3289.0,4.82288,0.358,0.349,6.00209,11.4541,14.085,12.7473,,,,9.186,8.888
386954864,,,,,,,Sector 22,1.0,61.685,172.846436775933,16.62073867509,12.4135968435757,166.785205366983,3278.0,4.71237,0.428,0.409,3.55697,12.0157,14.642,13.3232,,,,9.694,9.421
77156829,,,,,,,"Sector  4, Sector  5",2.0,19.8782,68.1776452049697,-39.7867076079512,-60.5618333430705,54.4651996487693,3563.0,4.88565,,0.338189989328384,8.28746,10.4276,12.6,11.5403,,,,8.501,8.264
155904410,,,,,,,Sector 19,1.0,51.9246,69.6737927614873,39.5706130737599,17.2735036034056,73.7153517614866,3302.0,4.82113,0.339,0.333,5.94987,12.2537,14.924,13.5395,,,,10.106,9.839
